MSI_DO_YOU_AGREE,"同意しますか？"
MSI_CAN_NOT_OFFER_EXP_LIMIT_RATE,"You can't enter value more than 50%."
MSI_CANNOT_CHANGE_PARTYMASTER,"Sent a request to join the party."
MSI_CANNOT_REGISTER_PARTY,"You can not register party at an adventurer's office"
MSI_ACCEPT,"Accept"
MSI_REFUSE,"Refuse"
MSI_ADVEN_HEALER,"Healer"
MSI_CANNOT_FIND_REQUEST_USER,"The character could not be found."
MSI_STORE_ASSISTANT_TRADE_FORCED_REMOVAL,"Close shop"
MSI_CANNOT_FIND_PARTYMASTER,"Unable to find applicable party."
MSI_CANNOT_JOIN_PARTY_BECAUSE_LOW_LEVEL,"You can not join the party because your job level is low."
MSI_INVALID_MAPPROPERTY_REQUEST_USER,"The current requestor is in an area where you can not join the party."
MSI_EXCEEDED_NUMBER_OF_PARTYMEMBERS,"Party number exceeded."
MSI_JOIN_ACCEPT,"%s party leader has approved you to join the party."
MSI_JOIN_REFUSE,"%s party leader has rejected you from joining the party."
MSI_ALREADY_JOINED_REQUEST_USER,"%s is already in the party."
MSI_JOIN_ACCEPT_REQUEST_USER,"%s has accepted party invitation."
MSI_JOIN_REFUSE_REQUEST_USER,"%s refused party invitation."
MSI_REQUEST_REJECTED_BECAUSE_INVALID_MAPPROPERTY,"Since you can not receive party request, %s's party invitation has been rejected."
MSI_ADVENTURER_AGENCY_LIST,"Adventurer's office list"
MSI_REQUEST_JOIN_PARTY,"Request to join the party"
MSI_NOT_PARTYMASTER_CANNOT_REGISTER_ADVENTURER_AGENCY,"If you are not a party leader, you can not register party at the adventurer's office."
MSI_ADVENTURER_AGENCY_RECRUIT_STOP_FAILED,"You can not stop the party recruitment."
MSI_ADVEN_ASSIST,"Support"
MSI_EXPAND_SIGHT_OPTIONWND,"Zoom Out"
MSI_EXPAND_SIGHT_HELP,"%s : Zoom Out機能 On/Off"
MSI_EXPAND_SIGHT_ON,"Zoom Out機能 On"
MSI_EXPAND_SIGHT_OFF,"Zoom Out機能 Off"
MSI_EXPAND_SIGHT,"/zoom"
MSI_ADVENTURER_AGENCY,"Adventurer's agent"
MSI_CANNOT_ASK_TO_JOIN_PARTY,"You can not request to join, if you are a party leader."
MSI_CHECK_LEVEL_BEFORE_REGISTER_AGENCY,"Registering adventurer's agent. Please wait."
MSI_CANNOT_MORE_SELECT_JOB,"I can not choose anymore job."
MSI_D0_NOT_RECEIVE_THE_USER_REQUEST_TODAY,"The user can't receive invitation."
MSI_PLEASE_REOPEN_LISTWND_AFTER_A_WHILE,"After a few moments, please re-open."
MSI_BEFORE_SIEGE_BLOCKMOVE_TIME,"This function is not available for %d minutes during WoE."
MSI_EXPAND_OBJALPHA,"/viewclear"
MSI_HALFALPHAOBJ_ON,"Translucent building ON"
MSI_HALFALPHAOBJ_OFF,"Translucent building OFF"
MSI_GRAPHIC_SETTING_OBJALPHA,"Building transparency"
MSI_FAILED_PET_TO_EGG_CLOSE_RODEX,"Failed to revert, please close the window."
MSI_EMBLEM_FRAME,"Emblem Frame"
MSI_EMBLEM_FRAME_DRAW_ON,"ギルドエンブレムに枠を表示します。"
MSI_EMBLEM_FRAME_DRAW_OFF,"ギルドエンブレムに枠を表示しません。"
MSI_USESKILL_FAIL_NEED_EQUIPPED_WEAPONE,"武器を装備していません。"
MSI_USESKILL_FAIL_EMPTY_SOUL_ENERGY,"ソウルエナジーが必要です。"
MSI_ADDSKILL_FAIL_INCLUDE_SKILL_YOU_CANNOT_LEARN,"スキルポイントでは習得できないスキル（%s）が含まれています。"
MSI_DRAW_EMBLEM_FRAME_ONOFF,"/frame"
MSI_USESKILL_FAIL_GC_WEAPONBLOCK_ON,"ウェポンブロッキング発動後制限時間内に使用可能です。"
MSI_REFUSE_LOGIN_AUTH,"The username or password is incorrect."
MSI_RUSSIA_PERSONALINFO_EXP,"E X P : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_RUSSIA_PERSONALINFO_DROP,"DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_RUSSIA_PERSONALINFO_DEATH,"DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_RUSSIA_CHAR_NAME_RULES,"Available in English or Russian only."
MSI_REFUSE_LOGIN_ACCESSTICKET,"you must have an AccessTicket to login"
MSI_ITEMSTORE_DOWNLOADING,"読み込み中……"
MSI_ITEMSTORE_NOW_LOADING,"NOW LOADING.."
MSI_RODEX_BUTTON_DELETE,"Delete"
MSI_RODEX_BUTTON_ANSWER,"Reply"
MSI_RODEX_BUTTON_SEND,"Send"
MSI_RODEX_BUTTON_CONFIRM_ID,"Validate name"
MSI_RODEX_TAB_ADMIN,"Notice"
MSI_RODEX_TAB_DEFAULT,"General"
MSI_RODEX_TAB_RETURN,"Return"
MSI_RODEX_TAB_SEARCH,"Search"
MSI_FAILED_PET_AUTO_FEEDING_BY_ITEMACTION,"ペットの給餌に失敗しました。餌を与えることができない状態です。"
MSI_FAILED_HOMUN_AUTO_FEEDING_BY_ITEMACTION,"ホムンクルスの給餌に失敗しました。餌を与えることができない状態です。"
MSI_MSI_INVENTORY_TABNAME_4,"money"
MSI_BARTERITEM_NAME_COUNT,"%s %d個"
MSI_EXCHANGED_FAILED,"交換に失敗しました。"
MSI_EXCHANGED_SUCCEEDED,"交換に成功しました。"
MSI_NO_ITEM_FOR_EXCHANGE,"交換に必要な材料が足りません。"
MSI_ITEM_OUT_OF_STOCK,"該当アイテムは在庫不足です。"
MSI_DEAD,"「戦闘不能」状態になる"
MSI_PVP,"PvP"
MSI_INVENTORY_EXTEND_OF_BODYITEM,"所持種類数拡張"
MSI_INVENTORY_EXTEND,"^0000ff%s^000000を消費し、アイテム最大所持種類数を拡張しますか？\n(^0000ff%d^000000)から(^0000ff%d^000000)へ拡張されます。\n^ff0000消費したアイテムや拡張した最大所持種類数は、元に戻すことはできません。^000000"
MSI_INVENTORY_EXTEND_FAILED,"アイテム最大所持種類数の拡張に失敗しました。"
MSI_INVENTORY_EXTEND_FAILED_ANOTHER_WORK,"アイテム最大所持種類数の拡張を行うには、他の操作を全て終了してください。"
MSI_INVENTORY_EXTEND_FAILED_NO_ITEM,"アイテム最大所持種類数の拡張に必要なアイテムを所持していません。"
MSI_INVENTORY_EXTEND_FAILED_MAX_OVER,"アイテム最大所持種類数を、これ以上拡張することはできません。"
MSI_INVENTORY_EXTEND_SUCCESS,"アイテム最大所持種類数の拡張に成功しました。"
MSI_LIMIT_BUY_ITEM3,"同じアイテムを%d個以上持つことはできません。"
MSI_EXCEED_LIMITED_ITEMNUM,"所持限界量を超えてしまい、購入することができません。"
MSI_BUY_ONE_AT_A_TIME,"該当アイテムは一度に一個のみ購入できます。"
MSI_STAR_EMPEROR,"星帝"
MSI_SOUL_REAPER,"ソウルリーパー"
MSI_SAVE_HOTKEY_TO_SERVER,"Settings will be saved when properly closed."
MSI_TRANSLATE_CAPTURE_MONSTER,"Capture Monster"
MSI_TRANSLATE_MESSAGE,"message"
MSI_TRANSLATE_TITLE,"TITLE"
MSI_EXTEND_DAMAGE_RANGE,"damage"
MSI_SHOW_NAME_OF_ENTERED_MAP,"mapinfo"
MSI_SYSTEM_MSG_MERCHANTSHOP,"現在、露店表示機能が%s状態です。(/showshop)"
MSI_VSYNC,"Vertical Sync"
MSI_WEBSITE_LINK_BTN_TOOLTIP,"Material"
MSI_WEBSITE_LINK_ADDRESS,"http://localhost:6900/"
MSI_OUTSIDE_CASHSHOP_BTN_TOOLTIP,"Title"
MSI_LIMIT_FRAME,"Frame Limit"
MSI_USESKILL_FAIL_OVER_INSTALLATION,"%d個を超える設置はできません。"
MSI_NAVIGATION_DESTINATION,"目的地"
MSI_EMBLEM_UPLOAD_FAILED_BUSY,"少し時間を置いてから再度お試しください。"
MSI_EMBLEM_REGIST_FAILED_INCORRECT_SIZE,"登録できないファイルです。"
MSI_RODEX_BUTTON_DELETE_SELECTED,"Delete Selection"
MSI_RODEX_BUTTON_DELETE_ALL,"Delete All"
MSI_RODEX_MESSAGE_DELETE_ALL,"Are you sure you want to delete all mails in the [%s] mailbox?"
MSI_RODEX_BUTTON_RECEIVE_SELECTED,"Retrieve selected"
MSI_RODEX_BUTTON_RECEIVE_ALL,"Retrieve all"
MSI_RODEX_MESSAGE_RECEIVE_SELECTED,"Would you like to retrieve the attachment of the selected email?"
MSI_RODEX_MESSAGE_RECEIVE_ALL,"Would you like to retrieve all attached items in the [%s] mailbox?"
MSI_HOTKEYWND_SKILLBAR2,"ウィンドウ2"
MSI_CHANGE_SKILLBER,"ショートカットの切り替え"
MSI_HOTKEYGUIDEWND_LEFT,"L"
MSI_HOTKEYGUIDEWND_UP,"U"
MSI_HOTKEYGUIDEWND_RIGHT,"R"
MSI_HOTKEYGUIDEWND_DOWN,"D"
MSI_HOTKEYGUIDEWND_APPS,"APP"
MSI_HOTKEYGUIDEWND_BACK,"BACK"
MSI_WARNINGMSG_LOADING,"This window cannot be closed while loading."
MSI_USESKILL_FAIL_SPELLBOOK_NONE,"リーディングスペルブックに保存された魔法がありません。"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG1,"Items used during movement cannot be exchanged."
MSI_USE_WORLDMAP_WITH_PERIOD_MSG2,"I purchased a free pass"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG3,"While using the free pass, no related items are consumed."
MSI_BTN_MESSAGE_APPLY,"Apply"
MSI_BTN_MESSAGE_STOP,"Stop"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG4,"Free Movement"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG5,"%d hours, %s %d"
MSI_USE_WORLDMAP_WITH_PERIOD_MSG6,"Using Free Pass"
MSI_ADVANCED_STATUS,"特性ステータス"
MSI_DESC_POW,"P.Atk、Atkが増加する"
MSI_DESC_STA,"Resが増加する"
MSI_DESC_WIS,"Mresが増加する"
MSI_DESC_SPL,"S.Matk、Matkが増加する"
MSI_DESC_CON,"Hit、Flee、P.Atk、S.Matkが増加する"
MSI_DESC_CRT,"H.Plus、C.Rateが増加する"
MSI_DESC_ADV_STATUS_POWER_ATK,"特性物理攻撃力"
MSI_DESC_ADV_STATUS_SPELL_MATK,"特性魔法攻撃力"
MSI_DESC_ADV_STATUS_STAMINA_RESIST,"物理抵抗力"
MSI_DESC_ADV_STATUS_WISDOM_MRESIST,"魔法抵抗力"
MSI_DESC_ADV_STATUS_CREATIVE_HEALPULS,"特性ヒール回復量"
MSI_DESC_ADV_STATUS_CREATIVE_CRIDAMAGE_RATE,"クリティカルダメージの割合"
MSI_DESC_ADV_POINT,"特性パラメータのレベルアップに使うポイント"
MSI_BASICINFO_JOBLEVEL2,"Job Lv."
MSI_BASICINFO_AP,"AP"
MSI_GUILD_AGIT_MOVE_AGIT,"領地へ移動"
MSI_GUILD_AGIT_INVESTMENT_INFO,"商業値/防衛地を確認"
MSI_GUILD_AGIT_ARE_YOU_MOVE_AGIT,"管理領地の\"%s\"へ移動しますか？\n移動する度に%dZenyが消費されます。\n(攻城戦の時間には%dZenyが消費されます。)"
MSI_GUILD_AGIT_SHOW_INVESTMENT_INFO,"\n管理領地の\"%s\"\n \n防衛地: %d / %d\n商業値: %d / %d"
MSI_GUILD_AGIT_MOVE_FAIL_MAP,"攻城領地では使用できない機能です。"
MSI_NOT_LEARN_BASIC_SKILL,"This character has not acquired Basic Skills skill."
MSI_BAN_IP_BLOCK_FOR_ZERO,"The connected IP cannot be used for Ragnarok:Zero.\nPlease contact the customer center or homepage."
MSI_TOOLTIP_OF_OPTIONOFF_BTN,"搭乗/装着解除"
MSI_MCSTORE_BACKUP,"Import"
MSI_MCSTORE_BACKUP_TOOLTIP,"最後に保存された露店の出品内容を読み込みます。保存は露店を正常に閉じた場合に行われます。"
MSI_BAN_LOGIN_IS_RESTRICTED,"Login is restricted due to server issues."
MSI_GUILD_AGIT_AGIT_MESSAGE,"メッセージ"
MSI_WARNING_UNDER_AGE_MSG1,"You can play only with +18 or higher."
MSI_WARNING_UNDER_AGE_MSG2,"We don't recommend playing over 3 hours."
MSI_USESKILL_FAIL_AP_INSUFFICIENT,"APが足りません。"
MSI_LAPINE_FAIL_REFINING_LEVEL_OVERFLOW_NEEDED,"It cannot be combined due to it's high refine level."
MSI_LAPINE_WARNING_REFINING_LEVEL_HIGHER_THAN_NEEDED,"The refine level is higher than required for the combination."
MSI_LAPINE_WARNING_HAS_CARD_OR_ENCHANTED,"A card is inserted or it's enchanted."
MSI_ITEM_COUNT_INFINITY,"ITEM_COUNT_INFINITY"
MSI_ITEMSHOP_CURRENCY,"Z"
MSI_PURCHASEWND_TOTAL,"Total : %s Zeny"
MSI_ACCOUNT_LIMITED_TOOL_TITLE,"Limited Account Sales Registration Window"
MSI_ACCOUNT_LIMITED_DB_NAME,"Item Name"
MSI_ACCOUNT_LIMITED_TOOL_DB_NUMBER,"Item ID"
MSI_ACCOUNT_LIMITED_TOOL_SELL_COUNT,"Item Quantity"
MSI_ACCOUNT_LIMITED_TOOL_SELL_STARTTIME,"Sale Start Date"
MSI_ACCOUNT_LIMITED_TOOL_SELL_ENDTIME,"Sale End Date"
MSI_ACCOUNT_LIMITED_SALE_ITEM,"Account Limited"
MSI_ACCOUNT_LIMITED_SALE_ITEM_START_DATE,"Sales Period: %02d/%02d %02d:%02d"
MSI_ACCOUNT_LIMITED_SALE_ITEM_NUM,"Available"
MSI_ACCOUNT_LIMITED_SALE_ITEM_LIMIT_NUM,"Limit: %d"
MSI_ACCOUNT_LIMITED_TOOL_RESULT_FORMAT,">> ItemName: %s\nQuantity: %d\nSales Period: %02d/%02d - %02d:%02d ~ %02d/%02d - %02d:%02d"
MSI_ACCOUNT_LIMITED_SALE_ITEM_SOLD_OUT,"Sold Out"
MSI_MAP_PROPERTY_DISABLE_CALLED,"[%s]は、現在召喚できない地域にいます。"
MSI_ACCOUNT_LIMITED_SALE_ITEM_NEXT_DATE,"~ %d month/%d day %d:%d"
MSI_ACCOUNT_LIMITED_SALE_ITEM_DONT_MOVE_CART,"No more products can be added"
MSI_CANNOT_EXCHANGE_ITEMS,"装備中のアイテムは交換することができません。装備を解除してからもう一度やり直してください。"
MSI_QUIT_EXIT_AFTER_GUILD_CLOSE,"You cannot go to the character selection window while using the guild warehouse."
MSI_HAVE_ITEMTAG,"It cannot be used because it contains an Item Tag."
MSI_MONSTER_MONSTERINFO,"Monster"
MSI_UNKNOWN_MONSTERINFO,"Unknown"
MSI_UNDEAD_MONSTERINFO,"Undead"
MSI_ANIMAL_MONSTERINFO,"Animal"
MSI_PLANT_MONSTERINFO,"Plant"
MSI_INSECT_MONSTERINFO,"Insect"
MSI_MARINE_MONSTERINFO,"Marine"
MSI_DEVIL_MONSTERINFO,"Devil"
MSI_HUMAN_MONSTERINFO,"Human"
MSI_ANGEL_MONSTERINFO,"Angel"
MSI_DRAGON_MONSTERINFO,"Dragon"
MSI_NC_CASH_INNOVA,"Balance: %s %c"
MSI_BUY_RECONFIRM_CASHSTRINGFMT,"^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used for purchase will not be returned upon withdrawal of subscription. ^000000Are you sure you want to purchase the item? %s Cash will be deducted when purchasing."
MSI_BUY_RECONFIRM2_CASHSTRINGFMT,"^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used for purchase will not be returned upon withdrawal of subscription. ^000000Are you sure you want to purchase the item? If you purchase, normal %s cash and free %s cash will be deducted."
MSI_CALL_REJECTED,"The call was rejected."
MSI_BUYINGSTORE_MAKEWND_LIMITZENY_NOT_OVER_MYMONEY,"買取限度額は所持金額を超えることはできません。"
MSI_BUYINGSTORE_MAKEWND_FAIL_CLOSE_UI,"Failed to open the stall. Please close the window of the purchase stall."
MSI_SAVE_SELL_STORE_ITEMLIST,"露店の出品内容が保存されました。"
MSI_SAVE_BUY_STORE_ITEMLIST,"買取露店の出品内容が保存されました。"
MSI_REFUSE_VTC_AUTH_FAILED,"VTC authentication failed."
MSI_EQUIP_FAIL_DURING_BARTER,"交換中は装備を着用することはできません。"
MSI_BARTER_ITEMLIST,"交換品目"
MSI_UPGRADESKILLERROR_MORE_THIRDJOBSKILL,"1次、2次、3次職スキル %d個を上げてください。"
MSI_LIMIT_HAVE_ITEM_CNT,"同じアイテムは%d個まで所持することができます。"
MSI_EXCHANGE_ITEM_CNT,"同じアイテムは一度に%d個まで交換することができます。"
MSI_GLOBALRODEX_NOT_ABLE_TO_OPEN_MAIL_IN_CUR_SERVER,"That rodex can be opened on server %s."
MSI_GLOBALRODEX_MESSAGE_DELETE_ALL_ON_ADMIN,"[Notice] Are you sure you want to delete all mails in the mailbox? \n (Only mail from the %s server will be deleted.)"
MSI_GLOBALRODEX_MESSAGE_RECEIVE_ALL,"[Notice] Would you like to receive all the attached items in your letterbox? \n (You can only receive mail from the %s server.)"
MSI_GLOBALRODEX_REFUSE_DELETING,"This mail can only be deleted from server %s."
MSI_GLOBALRODEX_REFUSE_RECEIVING,"This mail can only be received from the %s server."
MSI_GLOBALRODEX_REFUSE_READING,"The mail can be read only on the %s server."
MSI_TOTAL_NEED_MONEY,"合計 : %d z"
MSI_NORMAL_MESSAGEBOX_CAPTION,"メッセージ"
MSI_RESTRICT_OPENING_BUYINGSTORE_FAIL_OPEN_BUYINGSTORE,"During the opening of a purchasing store, you cannot purchase the items of a private store."
MSI_ITEM_GRADE_ENCHANT_SUCCEESS,"超越が成功しました。"
MSI_ITEM_GRADE_ENCHANT_FAIL,"超越が失敗しました。"
MSI_ITEM_GRADE_ENCHANT_FAIL_DOWNGRADE,"超越段階が下がりました。"
MSI_ITEM_GRADE_ENCHANT_FAIL_BREAK,"装備が破壊されました。"
MSI_ITEM_GRADE_ENCHANT_FAIL_PROTECT,"The equipment is protected."
MSI_GRADE_ENCHANT_SOURCE_NOT_SELECT,"材料が選択されていません"
MSI_GRADE_ENCHANT_SOURCE_ENOUGH,"材料が不足しています"
MSI_GRADE_ENCHANT_MONEY_ENOUGH,"Zenyが不足しています"
MSI_GRADE_ENCHANT_INVENTORY_ENOUGH,"アイテムの所持重量や種類が多い状態です"
MSI_GRADE_ENCHANT_ITEM_PROTECT,"Equipment is protected."
MSI_GRADE_ENCHANT_ITEM_NOT_PROTECT,"装備が破壊されることがあります"
MSI_GRADE_ENCHANT_ITEM_DOWNGRADE,"失敗すると、超越段階が下がることがあります"
MSI_CLOSE_RODEX_FOR_GRADE_ENCHANT,"超越中はメールを使用することができません。メールを終了しました。"
MSI_CANNOT_OPEN_RODEX_DURING_GRADE_ENCHANT,"超越中はメールを使用することができません。"
MSI_CLOSE_BANKING_FOR_GRADE_ENCHANT,"超越中は銀行を使用することができません。銀行を終了しました。"
MSI_CANNOT_OPEN_BANKING_DURING_GRADE_ENCHANT,"超越中は銀行を使用することができません。"
MSI_BROADCASTING_GRADE_ENCHANT_SUCCESS,"[%s] succeeded in enhancing the grade, and acquired the [%s grade %s] item."
MSI_BROADCASTING_GRADE_ENCHANT_FAIL,"[%s] failed to upgrade the [%s grade %s] item."
MSI_CANNOT_GRADE_ENCHANT_ITEM,"超越ができない装備です。"
MSI_CHANGE_MATERIAL,"Change Material"
MSI_CHANGE_MATERIAL_SORT,"Ascending"
MSI_CHANGE_MATERIAL_MESSAGE,"- [%s] %d ~%d production"
MSI_CHANGE_MATERIAL_SUCCESS_RATE,"Success %d%%"
MSI_MSG_IS_ILLEGAL_TAG_MSG,"Item tags can only tag items you own."
MSI_IQ_POWERFUL_FAITH_ON,"強靭な信念状態になりました。"
MSI_IQ_POWERFUL_FAITH_OFF,"強靭な信念状態が解除されました。"
MSI_IQ_FIRM_FAITH_ON,"堅固な信念状態になりました。"
MSI_IQ_FIRM_FAITH_OFF,"堅固な信念状態が解除されました。"
MSI_IQ_SINCERE_FAITH_ON,"忠実な信念状態になりました。"
MSI_IQ_SINCERE_FAITH_OFF,"忠実な信念状態が解除されました。"
MSI_CD_BENEDICTUM_ON,"ベネディクトゥム状態になりました。"
MSI_CD_BENEDICTUM_OFF,"ベネディクトゥム状態が解除されました。"
MSI_CD_RELIGIO_ON,"レリギオ状態になりました。"
MSI_CD_RELIGIO_OFF,"レリギオ状態が解除されました。"
MSI_CD_COMPETENTIA_ON,"コンペテンティア状態になりました。"
MSI_CD_COMPETENTIA_OFF,"コンペテンティア状態が解除されました。"
MSI_CD_PRESENS_ACIES_ON,"プレセンスアキエース状態になりました。"
MSI_CD_PRESENS_ACIES_OFF,"プレセンスアキエース状態が解除されました。"
MSI_CD_ARGUTUS_TELUM_ON,"アルグトゥステルム状態になりました。"
MSI_CD_ARGUTUS_TELUM_OFF,"アルグトゥステルム状態が解除されました。"
MSI_CD_ARGUTUS_VITA_ON,"アルグトゥスヴィタ状態になりました。"
MSI_CD_ARGUTUS_VITA_OFF,"アルグトゥスヴィタ状態が解除されました。"
MSI_ITEMNUM_AND_WEIGHT,"Num: %d/%d Weight: %d/%d"
MSI_DK_SERVANTWEAPON_OFF,"サーヴァントウェポン状態が解除されました。"
MSI_DK_CHARGINGPIERCE_OFF,"チャージングピアース状態が解除されました。"
MSI_DK_VIGOR_OFF,"ヴィゴール状態が解除されました。"
MSI_IG_ATTACK_STANCE_ON,"アタックスタンス状態になりました。"
MSI_IG_ATTACK_STANCE_OFF,"アタックスタンス状態が解除されました。"
MSI_IG_GUARD_STANCE_ON,"ガードスタンス状態になりました。"
MSI_IG_GUARD_STANCE_OFF,"ガードスタンス状態が解除されました。"
MSI_IG_GUARDIAN_SHIELD_ON,"ガーディアンシールド状態になりました。"
MSI_IG_GUARDIAN_SHIELD_OFF,"ガーディアンシールド状態が解除されました。"
MSI_IG_REBOUND_SHIELD_ON,"リバウンドシールド状態になりました。"
MSI_IG_REBOUND_SHIELD_OFF,"リバウンドシールド状態が解除されました。"
MSI_IG_HOLY_SHIELD_ON,"ホーリーシールド状態になりました。"
MSI_IG_HOLY_SHIELD_OFF,"ホーリーシールド状態が解除されました。"
MSI_IG_ULTIMATE_SACRIFICE_ON,"アルティメットサクリファイス状態になりました。"
MSI_IG_ULTIMATE_SACRIFICE_OFF,"アルティメットサクリファイス状態が解除されました。"
MSI_AG_CLIMAX_ON,"クライマックス状態になりました。"
MSI_AG_CLIMAX_OFF,"クライマックス状態が解除されました。"
MSI_SHC_SHADOW_EXCEED_ON,"シャドウエクシード状態になりました。"
MSI_SHC_SHADOW_EXCEED_OFF,"シャドウエクシード状態が解除されました。"
MSI_SHC_POTENT_VENOM_ON,"ポテントベナム状態になりました。"
MSI_SHC_POTENT_VENOM_OFF,"ポテントベナム状態が解除されました。"
MSI_SHC_ENCHANTING_SHADOW_ON,"エンチャンティングシャドウ状態になりました。"
MSI_SHC_ENCHANTING_SHADOW_OFF,"エンチャンティングシャドウ状態が解除されました。"
MSI_HUNTING_QUEST_INFO_ON,"討伐カウント On"
MSI_HUNTING_QUEST_INFO_OFF,"討伐カウント Off"
MSI_TARGET_AP_MAX,"対象のAPが最大値です。"
MSI_BUY_RECONFIRM1_2019,"^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used at the time of purchase will not be returned when the subscription is withdrawn. Some (event) items may be deleted at the end of the event, Please confirm the deletion period listed. ^000000Are you sure you want to purchase the item? %d cash will be deducted when purchasing."
MSI_BUY_RECONFIRM2_2019,"^ff0000You can withdraw your subscription within 7 days of purchasing this item. However, if 7 days have passed or the item is opened, it will be excluded from the withdrawal of subscription. Also, the free cash used at the time of purchase will not be returned when the subscription is withdrawn. Some (event) items may be deleted at the end of the event, Please confirm the deletion period listed. ^000000Are you sure you want to purchase the item? Regular %d Cash and free %d Cash will be deducted when purchasing."
MSI_FAIL_EMPTY_SERVANTWEAPON,"サーヴァントウェポン%d個が必要です。"
MSI_BILLING_INFO_URL,"http://localhost:6900/"
MSI_CHANGE_MATERIAL_INVSORT,"Reverse"
MSI_CHANGE_MATERIAL_SEARCHTEXT,"Enter your search"
MSI_SEARCH,"Search"
MSI_BO_RESEARCHREPORT_ON,"リサーチレポート状態になりました。"
MSI_BO_RESEARCHREPORT_OFF,"リサーチレポート状態が解除されました。"
MSI_BO_BIONIC_PHARMACY_OK,"Successful manufacturing."
MSI_BO_BIONIC_PHARMACY_FAIL,"Manufacturing failed."
MSI_BO_ADVANCE_PROTECTION_ON,"フルシャドウチャージ状態になりました。"
MSI_BO_ADVANCE_PROTECTION_OFF,"フルシャドウチャージ状態が解除されました。"
MSI_BO_HELLTREE_ON,"ヘルダスティ状態になりました。"
MSI_BO_HELLTREE_OFF,"ヘルダスティ状態が解除されました。"
MSI_MT_A_MACHINE_ON,"攻撃装置有効化状態になりました。"
MSI_MT_A_MACHINE_OFF,"攻撃装置有効化状態が解除されました。"
MSI_MT_D_MACHINE_ON,"防御装置有効化状態になりました。"
MSI_MT_D_MACHINE_OFF,"防御装置有効化状態が解除されました。"
MSI_CASHSHOP_TAB_SEARCH,"Search"
MSI_TR_KVASIR_SONATA_ON,"ソナタオブクヴァシル状態になりました。"
MSI_TR_KVASIR_SONATA_OFF,"ソナタオブクヴァシル状態が解除されました。"
MSI_TR_MYSTIC_SYMPHONY_ON,"ミスティックシンフォニー状態になりました。"
MSI_TR_MYSTIC_SYMPHONY_OFF,"ミスティックシンフォニー状態が解除されました。"
MSI_TR_GEF_NOCTURN_ON,"ゲフェニアノクターン状態になりました。"
MSI_TR_GEF_NOCTURN_OFF,"ゲフェニアノクターン状態が解除されました。"
MSI_TR_AIN_RHAPSODY_ON,"鉱員のラプソディ状態になりました。"
MSI_TR_AIN_RHAPSODY_OFF,"鉱員のラプソディ状態が解除されました。"
MSI_TR_MUSICAL_INTERLUDE_ON,"ミュージカルインタールード状態になりました。"
MSI_TR_MUSICAL_INTERLUDE_OFF,"ミュージカルインタールード状態が解除されました。"
MSI_TR_JAWAII_SERENADE_ON,"夕焼けのセレナーデ状態になりました。"
MSI_TR_JAWAII_SERENADE_OFF,"夕焼けのセレナーデ状態が解除されました。"
MSI_TR_PRON_MARCH_ON,"プロンテラマーチ状態になりました。"
MSI_TR_PRON_MARCH_OFF,"プロンテラマーチ状態が解除されました。"
MSI_WH_CALAMITYGALE_ON,"カラミティゲイル状態になりました。"
MSI_WH_CALAMITYGALE_OFF,"カラミティゲイル状態が解除されました。"
MSI_WH_WIND_SIGN_ON,"ウィンドサイン状態になりました。"
MSI_WH_WIND_SIGN_OFF,"The Wind Sign effect has been canceled."
MSI_THAI_PERSONALINFO_EXP2,"E X P : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_THAI_PERSONALINFO_DROP2,"DROP  : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_THAI_PERSONALINFO_DEATH2,"DEATH : %.1f%% ( basic 100.0%% %s %.1f%%)"
MSI_EM_SPELL_ENCHANTING_ON,"スペルエンチャンティング状態になりました。"
MSI_EM_SPELL_ENCHANTING_OFF,"スペルエンチャンティング状態が解除されました。"
MSI_ABC_FROM_THE_ABYSS_OFF,"フロムジアビス状態が解除されました。"
MSI_ABC_ABYSS_SLAYER_ON,"アビススレイヤー状態になりました。"
MSI_ABC_ABYSS_SLAYER_OFF,"アビススレイヤー状態が解除されました。"
MSI_CHARACTER_MAKING_RESTRICT,"There may be restrictions on character creation."
MSI_BAN_THAI_GGT_RESTRICTED_MAKE_CHAR,"The world is saturated. Please use another world."
MSI_UNBLOCK_CHAT,"Unblock Chat (Toggle)"
MSI_BLOCK_CHAT,"Block Chat (Toggle)"
MSI_GRADE_ENCHANT_REFINING_LEVEL_LACK,"この精錬値では超越できません"
